멘티_ID,현재 기술 수준,학습 목표,관심 분야
5968,고급,창의적 사고력 향상,게임
5969,고급,연극 연출 능력 키우기,경제학
5970,고급,영어 작문 기술 향상,문학
5971,중급,비즈니스 네트워킹 스킬 향상,건축
5972,중급,독서 및 분석 능력 향상,경제
5973,초급,성공적인 팀워크 기술 연마,소셜 미디어
5974,중급,현대 철학 이해,공공 연설
5975,초급,네트워킹 기술 향상,증강 현실
5976,고급,디지털 마케팅 기술 향상,언어
5977,중급,제품 개발 프로세스 이해,감정 관리
5978,중급,산업 디자인 기술 배우기,인공지능
5979,초급,기타 연주 배우기,게임
5980,중급,연극 연출 능력 키우기,통신
5981,초급,바리스타 기술 연마,천문학
5982,초급,예술사 학습,리더십
5983,중급,고전 문학 학습,철학
5984,초급,영화 제작 이해,지구과학
5985,중급,법률 지식 향상,지구과학
5986,초급,국제 정치 분석 기술,식물학
5987,초급,도시 계획 이해,환경 보호
5988,고급,통계학 공부,스포츠
5989,중급,영화 비평 기술 향상,경영학
5990,중급,고전 문학 학습,경영학
5991,초급,영어 작문 기술 향상,물리학 실험
5992,초급,유튜브 영상 편집 배우기,가상 현실
5993,초급,국제 정치 분석 기술,스트레스 관리
5994,초급,건축 설계 학습,로봇공학
5995,초급,바이올린 연주 배우기,투자
5996,고급,해외 여행 계획 기술 향상,리더십
5997,초급,개인 브랜딩 전략 학습,기계 공학
5998,중급,의사소통 기술 향상,우주과학
5999,중급,스토리텔링 능력 개발,투자
6000,초급,공간 예술 디자인 학습,미술사
6001,고급,재무 보고서 분석,창업
6002,초급,기초 의학 학습,통신
6003,고급,비평적 사고력 향상,재무 관리
6004,중급,기초 의학 학습,환경 보호
6005,초급,명상 및 스트레스 관리 배우기,요리
6006,고급,감정 조절 기술 배우기,피트니스
6007,고급,커뮤니케이션 전략 배우기,인공지능
6008,고급,장기 목표 설정,피트니스
6009,중급,비즈니스 모델 개발,스트레스 관리
6010,고급,산업 디자인 기술 배우기,스포츠
6011,중급,사회적 미디어 전략 개발,직업 훈련
6012,고급,커뮤니케이션 전략 배우기,음악
6013,초급,현대 철학 이해,기술 혁신
6014,고급,아마추어 극단 운영 기술,문화
6015,초급,소셜 미디어 마케팅 배우기,체육
6016,고급,블록체인 기술 학습,예술
6017,중급,브랜딩 전략 개발,도시 계획
6018,초급,타임 매니지먼트 배우기,기술 혁신
6019,초급,소셜 미디어 마케팅 배우기,패션
6020,고급,생물학 원리 이해,체육
6021,중급,웹툰 제작 기술 배우기,미디어
6022,고급,법률 지식 향상,비즈니스 윤리
6023,초급,유튜브 영상 편집 배우기,투자
6024,중급,인공지능 알고리즘 이해하기,미술사
6025,고급,청중 분석 능력 개발,물리학 실험
6026,초급,영어 작문 기술 향상,건축
6027,고급,비즈니스 윤리 배우기,프로젝트 관리
6028,중급,국제 협상 기술 배우기,요리
6029,초급,네트워킹 기술 향상,철학
6030,고급,타임 매니지먼트 배우기,웰빙
6031,중급,블록체인 기술 학습,명상
6032,중급,서핑 배우기,교육
6033,중급,공연 기획 배우기,재무 관리
6034,초급,웹툰 제작 기술 배우기,법학
6035,고급,시간 관리 기술 향상,웰빙
6036,초급,기타 연주 배우기,정치학
6037,고급,유튜브 영상 편집 배우기,기후 변화
6038,중급,비즈니스 모델 개발,동물학
6039,초급,동물 보호 관련 지식 배우기,인터넷
6040,중급,프리젠테이션 능력 개발,무용
6041,고급,조경 디자인 학습,마케팅
6042,중급,문제 해결 능력 개발,지리학
6043,중급,도시 계획 이해,영화 제작
6044,고급,연극 연출 능력 키우기,네트워킹
6045,초급,디지털 마케팅 기술 향상,항공
6046,고급,고전 문학 학습,게임
6047,고급,애니메이션 제작 배우기,창업
6048,초급,환경 보호 관련 지식 배우기,리더십
6049,고급,동물 보호 관련 지식 배우기,항공
6050,초급,카피라이팅 기술 배우기,투자
6051,고급,패션 디자인 배우기,광고
6052,중급,조경 디자인 학습,애니메이션
6053,고급,환경 보호 관련 지식 배우기,게임
6054,초급,성공적인 팀워크 기술 연마,문화
6055,중급,공간 예술 디자인 학습,심리학
6056,초급,그래픽 디자인 능력 개발,체육
6057,초급,공간 예술 디자인 학습,인권
6058,초급,협상 기술 배우기,인터넷
6059,중급,조경 디자인 학습,리더십
6060,고급,가상 현실 개발 학습,지구과학
6061,초급,심리학 학습,물리학 실험
6062,고급,자바스크립트 배우기,심리학
6063,초급,협상 기술 배우기,항공
6064,중급,공연 기획 배우기,그래픽 디자인
6065,중급,스키 기술 향상,애니메이션
6066,초급,글로벌 비즈니스 이해,화학
6067,초급,음악 이론 배우기,커리어 개발
6068,중급,국제 정치 분석 기술,인권
6069,고급,블록체인 기술 학습,요리
6070,중급,바리스타 기술 연마,자동차
6071,초급,소셜 미디어 마케팅 배우기,화학
6072,고급,영화 비평 기술 향상,마케팅
6073,중급,문서 작성 기술 배우기,인테리어 디자인
6074,초급,생산성 높이는 방법 배우기,출판
6075,중급,발표 스킬 향상,소셜 미디어
6076,중급,스키 기술 향상,지리학
6077,초급,유튜브 영상 편집 배우기,정치학
6078,중급,비즈니스 모델 개발,가상 현실
6079,중급,조경 디자인 학습,기상학
6080,중급,건축 설계 학습,지리학
6081,초급,문제 해결 능력 개발,경제
6082,초급,감정 조절 기술 배우기,조각
6083,고급,국제 협상 기술 배우기,시간 관리
6084,고급,영화 비평 기술 향상,웰빙
6085,고급,성공적인 팀워크 기술 연마,건강 관리
6086,고급,브랜딩 전략 개발,증강 현실
6087,고급,스키 기술 향상,광고
6088,고급,의사소통 기술 향상,조각
6089,중급,문서 작성 기술 배우기,바다 생물학
6090,중급,웹툰 제작 기술 배우기,스트레스 관리
6091,중급,카메라 촬영 기술 배우기,지리학
6092,중급,비평적 사고력 향상,바이오테크놀로지
6093,고급,인테리어 디자인 배우기,게임
6094,중급,디지털 마케팅 기술 향상,소셜 미디어
6095,고급,건축 설계 학습,인권
6096,초급,제품 개발 프로세스 이해,게임
6097,초급,디지털 마케팅 기술 향상,역사
6098,고급,독서 및 분석 능력 향상,글쓰기
6099,고급,자바스크립트 배우기,감정 관리
6100,중급,생산성 높이는 방법 배우기,글쓰기
6101,중급,유행 분석 배우기,교수법
6102,초급,개인 브랜딩 전략 학습,철학
6103,고급,비즈니스 네트워킹 스킬 향상,역사
6104,중급,협상 기술 배우기,기후 변화
6105,초급,프리젠테이션 능력 개발,미디어
6106,중급,블록체인 기술 학습,체육
6107,초급,패션 디자인 배우기,농업
6108,고급,카메라 촬영 기술 배우기,기술 혁신
6109,중급,협상 기술 배우기,비즈니스 윤리
6110,초급,글로벌 비즈니스 이해,리더십
6111,초급,스키 기술 향상,리더십
6112,중급,인공지능 알고리즘 이해하기,공학
6113,고급,문서 작성 기술 배우기,영화 제작
6114,고급,비즈니스 윤리 배우기,자동차
6115,고급,서비스 디자인 학습,자기계발
6116,고급,디지털 마케팅 기술 향상,인공지능
6117,고급,글로벌 비즈니스 이해,건축
6118,고급,재무 보고서 분석,영화 제작
6119,고급,사회적 미디어 전략 개발,브랜딩
6120,초급,심리학 학습,역사
6121,중급,영화 제작 이해,정원 가꾸기
6122,중급,문제 해결 능력 개발,창업
6123,고급,감정 조절 기술 배우기,소셜 미디어
6124,고급,프리젠테이션 능력 개발,스트레스 관리
6125,중급,디지털 마케팅 기술 향상,철학
6126,중급,환경 보호 관련 지식 배우기,예술
6127,중급,기계 공학 원리 학습,창업
6128,중급,비즈니스 윤리 배우기,리더십
6129,중급,디지털 마케팅 기술 향상,생물학
6130,중급,서핑 배우기,문화
6131,중급,문학 분석 능력 개발,지리학
6132,초급,산업 디자인 기술 배우기,인터뷰
6133,고급,유튜브 영상 편집 배우기,물리학 실험
6134,고급,성공적인 팀워크 기술 연마,마케팅
6135,초급,스토리텔링 능력 개발,자기계발
6136,중급,재테크 학습,기술 혁신
6137,고급,공연 기획 배우기,기계 공학
6138,중급,인권 문제 이해,기후 변화
6139,초급,웹툰 제작 기술 배우기,로봇공학
6140,고급,문학 분석 능력 개발,언어
6141,고급,협상 기술 배우기,자기계발
6142,중급,사회적 미디어 전략 개발,스트레스 관리
6143,초급,동물 보호 관련 지식 배우기,직업 훈련
6144,고급,자동차 정비 배우기,인공지능
6145,고급,연극 연출 능력 키우기,감정 관리
6146,초급,심리학 학습,패션
6147,중급,해외 여행 계획 기술 향상,패션
6148,초급,현대 철학 이해,방송
6149,고급,사회적 미디어 전략 개발,영화
6150,고급,비즈니스 윤리 배우기,문학
6151,중급,장기 목표 설정,여행
6152,중급,애니메이션 제작 배우기,천문학
6153,고급,국제 정치 분석 기술,프로젝트 관리
6154,중급,건축 설계 학습,브랜딩
6155,중급,법률 지식 향상,지구과학
6156,중급,스키 기술 향상,출판
6157,고급,장기 목표 설정,로봇공학
6158,중급,대인 관계 기술 향상,우주과학
6159,중급,영화 제작 이해,기후 변화
6160,초급,조경 디자인 학습,비즈니스 윤리
6161,고급,인권 문제 이해,팀 관리
6162,중급,네트워킹 기술 향상,공공 연설
6163,초급,기업가 정신 배우기,체육
6164,중급,대인 관계 기술 향상,출판
6165,중급,리더십 기술 향상,시간 관리
6166,중급,공공 연설 능력 개발,물리학 실험
6167,초급,의사소통 기술 향상,인권
6168,초급,문제 해결 능력 개발,법학
6169,고급,인테리어 소품 디자인 배우기,코딩
6170,초급,외국어 배우기,교육
6171,고급,유행 분석 배우기,사진
6172,중급,연극 연출 능력 키우기,재무 관리
6173,고급,유튜브 영상 편집 배우기,산업 디자인
6174,초급,네트워킹 기술 향상,인터뷰
6175,중급,시간 관리 기술 향상,로봇공학
6176,고급,법률 지식 향상,코딩
6177,고급,영어 작문 기술 향상,직무 분석
6178,초급,연극 연출 능력 키우기,광고
6179,중급,예술사 학습,팀 관리
6180,고급,생물학 원리 이해,법학
6181,중급,공공 연설 능력 개발,문학
6182,고급,장기 목표 설정,법학
6183,초급,비즈니스 모델 개발,해양학
6184,중급,문학 분석 능력 개발,자기계발
6185,중급,타임 매니지먼트 배우기,사회학
6186,초급,문학 분석 능력 개발,브랜딩
6187,고급,기업가 정신 배우기,교육
6188,고급,심리학 학습,경영학
6189,중급,인터뷰 기술 향상,출판
6190,고급,건축 설계 학습,건강 관리
6191,초급,바리스타 기술 연마,농업
6192,초급,디지털 마케팅 기술 향상,화학 실험
6193,고급,문제 해결 능력 개발,직무 분석
6194,중급,인터뷰 기술 향상,영화
6195,중급,유행 분석 배우기,물리학 실험
6196,초급,대인 관계 기술 향상,팀 관리
6197,중급,인권 문제 이해,천문학
6198,중급,통계학 공부,도시 계획
6199,고급,사진 촬영 기술 향상,컴퓨터 그래픽
6200,초급,영어 작문 기술 향상,연극
6201,고급,명상 및 스트레스 관리 배우기,직무 분석
6202,고급,동물 보호 관련 지식 배우기,화학
6203,고급,사회적 미디어 전략 개발,투자
6204,중급,성공적인 팀워크 기술 연마,네트워킹
6205,중급,음악 이론 배우기,환경 보호
6206,고급,게임 디자인 이해,화학
6207,고급,심리학 학습,조각
6208,고급,영화 비평 기술 향상,물리학 실험
6209,초급,바리스타 기술 연마,그래픽 디자인
6210,초급,영화 비평 기술 향상,기후 변화
6211,초급,도시 계획 이해,무용
6212,초급,제품 개발 프로세스 이해,게임
6213,초급,동물 보호 관련 지식 배우기,사회학
6214,중급,애니메이션 제작 배우기,공학
6215,초급,리더십 기술 향상,피트니스
6216,중급,요리 기술 향상,글쓰기
6217,초급,사회적 미디어 전략 개발,체육
6218,중급,고급 수학 학습,인공지능
6219,고급,예술사 학습,환경 보호
6220,고급,제품 개발 프로세스 이해,교육
6221,초급,생물학 원리 이해,물리학
6222,고급,해외 여행 계획 기술 향상,무용
6223,고급,해외 여행 계획 기술 향상,소셜 미디어
6224,중급,건축 설계 학습,농업
6225,초급,글로벌 비즈니스 이해,3D 프린팅
6226,중급,인테리어 소품 디자인 배우기,화학
6227,초급,대인 관계 기술 향상,패션
6228,고급,자동차 정비 배우기,창업
6229,중급,조경 디자인 학습,자기계발
6230,고급,국제 정치 분석 기술,동물학
6231,고급,프리랜서 비즈니스 관리,창업
6232,중급,자동차 정비 배우기,투자
6233,중급,프리젠테이션 능력 개발,미술사
6234,중급,바리스타 기술 연마,식물학
6235,고급,발표 스킬 향상,정치학
6236,고급,해외 여행 계획 기술 향상,그래픽 디자인
6237,초급,인테리어 디자인 배우기,예술
6238,초급,공공 연설 능력 개발,천문학
6239,고급,유행 분석 배우기,경제학
